,Brand,Model,Year,Fuel,Horse Power,Engine Cylinders,Number of Doors,Market Categories,Vehicle Size,Vehicle Style,Miles Per Gallon (MPG),Retail Price
839,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,2.0,Luxury,Compact,Convertible,20,39990
840,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,4.0,Luxury,Midsize,Sedan,17,38115
841,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,2.0,Luxury,Compact,Convertible,19,45080
842,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,4.0,Luxury,Midsize,Sedan,19,35340
843,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,4.0,Luxury,Compact,Wagon,17,36975
844,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,4.0,Luxury,Compact,Wagon,19,37020
845,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Midsize,Sedan,21,28900
846,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Midsize,Sedan,17,38115
847,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Midsize,Sedan,17,32395
848,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,2.0,Luxury,Compact,Convertible,20,39990
849,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Compact,Wagon,21,30330
850,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Compact,Wagon,19,37020
851,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Midsize,Sedan,19,35340
852,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,4.0,Luxury,Compact,Wagon,17,36975
853,Saab,9-3,2011,premium unleaded (recommended),210.0,4.0,2.0,Luxury,Compact,Convertible,19,45080
854,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,37250
855,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,35875
856,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,18,33380
857,Saab,9-4X,2011,premium unleaded (required),265.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,17,40245
858,Saab,9-4X,2011,premium unleaded (required),300.0,6.0,4.0,"Crossover,Luxury",Midsize,4dr SUV,15,48010
859,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,17,39400
860,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Wagon,17,43270
861,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Wagon,17,39650
862,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,17,38380
863,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Wagon,17,40765
864,Saab,9-5,2009,premium unleaded (recommended),260.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,17,42000
865,Saab,9-5,2010,premium unleaded (recommended),300.0,6.0,4.0,"Luxury,Performance",Large,Sedan,16,49165
866,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Large,Sedan,20,38525
867,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,49565
868,Saab,9-5,2011,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Large,Sedan,18,43435
869,Saab,9-5,2011,premium unleaded (recommended),300.0,6.0,4.0,"Luxury,Performance",Large,Sedan,17,48030
870,Saab,9-7X,2007,regular unleaded,290.0,6.0,4.0,Luxury,Midsize,4dr SUV,14,39190
871,Saab,9-7X,2007,regular unleaded,300.0,8.0,4.0,Luxury,Midsize,4dr SUV,13,41190
872,Saab,9-7X,2008,regular unleaded,300.0,8.0,4.0,Luxury,Midsize,4dr SUV,13,42770
873,Saab,9-7X,2008,regular unleaded,285.0,6.0,4.0,Luxury,Midsize,4dr SUV,14,40400
874,Saab,9-7X,2008,regular unleaded,390.0,8.0,4.0,Luxury,Midsize,4dr SUV,12,46530
875,Saab,9-7X,2009,regular unleaded,390.0,8.0,4.0,Luxury,Midsize,4dr SUV,12,49105
876,Saab,9-7X,2009,regular unleaded,285.0,6.0,4.0,Luxury,Midsize,4dr SUV,14,42615
877,Saab,9-7X,2009,regular unleaded,300.0,8.0,4.0,Luxury,Midsize,4dr SUV,14,45345
920,Porsche,911,2015,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,96200
921,Porsche,911,2015,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,132800
922,Porsche,911,2015,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,120900
923,Porsche,911,2015,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,105630
924,Porsche,911,2015,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,98900
925,Porsche,911,2015,premium unleaded (required),520.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,17,163000
926,Porsche,911,2015,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,102930
927,Porsche,911,2015,premium unleaded (required),520.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,17,151100
928,Porsche,911,2015,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,91030
929,Porsche,911,2015,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,84300
930,Porsche,911,2015,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,114200
931,Porsche,911,2015,premium unleaded (required),560.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,17,182700
932,Porsche,911,2015,premium unleaded (required),560.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,17,194600
933,Porsche,911,2015,premium unleaded (required),475.0,6.0,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,15,130400
934,Porsche,911,2015,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,110800
935,Porsche,911,2015,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,117530
936,Porsche,911,2015,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,126100
937,Porsche,911,2015,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,101600
938,Porsche,911,2015,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,116200
939,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,102930
940,Porsche,911,2016,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,120900
941,Porsche,911,2016,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,105630
942,Porsche,911,2016,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,126100
943,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,91030
944,Porsche,911,2016,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,98900
945,Porsche,911,2016,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,132800
946,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,84300
947,Porsche,911,2016,premium unleaded (required),520.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,17,151100
948,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,104600
949,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,102930
950,Porsche,911,2016,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,132800
951,Porsche,911,2016,premium unleaded (required),430.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,114200
952,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,88800
953,Porsche,911,2016,premium unleaded (required),560.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,17,194600
954,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,96200
955,Porsche,911,2016,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,18,117530
956,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,94800
957,Porsche,911,2016,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,110800
958,Porsche,911,2016,premium unleaded (required),400.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,18,117530
959,Porsche,911,2016,premium unleaded (required),350.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,19,98500
960,Porsche,911,2016,premium unleaded (required),520.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,17,163000
961,Porsche,911,2016,premium unleaded (required),560.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,17,182700
962,Porsche,911,2016,premium unleaded (required),475.0,6.0,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,15,130400
963,Porsche,911,2016,premium unleaded (required),500.0,6.0,2.0,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,14,175900
964,Porsche,911,2017,premium unleaded (required),540.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,159200
965,Porsche,911,2017,premium unleaded (required),370.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,19,108600
966,Porsche,911,2017,premium unleaded (required),580.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,200400
967,Porsche,911,2017,premium unleaded (required),420.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,115700
968,Porsche,911,2017,premium unleaded (required),420.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,110300
969,Porsche,911,2017,premium unleaded (required),420.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,122600
970,Porsche,911,2017,premium unleaded (required),420.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,103400
971,Porsche,911,2017,premium unleaded (required),370.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,96300
972,Porsche,911,2017,premium unleaded (required),370.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,101700
973,Porsche,911,2017,premium unleaded (required),540.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,171500
974,Porsche,911,2017,premium unleaded (required),580.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,188100
975,Porsche,911,2017,premium unleaded (required),370.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,108600
976,Porsche,911,2017,premium unleaded (required),420.0,6.0,2.0,"Luxury,High-Performance",Compact,Convertible,20,122600
977,Porsche,911,2017,premium unleaded (required),370.0,6.0,2.0,"Luxury,High-Performance",Compact,Coupe,20,89400
1014,Audi,A3,2015,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,35150
1015,Audi,A3,2015,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,32600
1016,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,33200
1017,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,44050
1018,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,29900
1019,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,41650
1020,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,38150
1021,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,35750
1022,Audi,A3,2015,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,41050
1023,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,47050
1024,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,38350
1025,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,35600
1026,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,38600
1027,Audi,A3,2015,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,41150
1028,Audi,A3,2015,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,32450
1029,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,34200
1030,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,39600
1031,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,37700
1032,Audi,A3,2016,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,33200
1033,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,43050
1034,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,39300
1035,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,36600
1036,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,39750
1037,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,45450
1038,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,48450
1039,Audi,A3,2016,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,36700
1040,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,34400
1041,Audi,A3,2016,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,35900
1042,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,43100
1043,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,24,36900
1044,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,33600
1045,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,4.0,Luxury,Compact,Sedan,23,30900
1046,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,2.0,Luxury,Compact,Convertible,24,40100
1047,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,23,42300
1048,Audi,A3,2016,diesel,150.0,4.0,4.0,"Diesel,Luxury",Compact,Sedan,31,42050
1049,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,26,43150
1050,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,4.0,Luxury,Compact,Sedan,26,40150
1051,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,26,37450
1052,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,2.0,Luxury,Compact,Convertible,25,37600
1053,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,4.0,Luxury,Compact,Sedan,26,34450
1054,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,25,40300
1055,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,25,49250
1056,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,2.0,Luxury,Compact,Convertible,25,43550
1057,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,4.0,Luxury,Compact,Sedan,26,31200
1058,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,2.0,Luxury,Compact,Convertible,25,40850
1059,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,2.0,Luxury,Compact,Convertible,25,46550
1060,Audi,A3,2017,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Compact,Sedan,26,34200
1061,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Wagon,23,51400
1062,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Wagon,23,44000
1063,Audi,A4 allroad,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Wagon,23,47000
1064,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,45000
1065,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,39700
1066,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,43800
1067,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,24,35500
1068,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,38500
1069,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,24,37600
1070,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,36400
1071,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,24,42900
1072,Audi,A4,2015,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,37600
1073,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,37000
1074,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,38000
1075,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,38000
1076,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,35900
1077,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,40100
1078,Audi,A4,2016,premium unleaded (required),220.0,4.0,4.0,Luxury,Midsize,Sedan,22,39100
1079,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,25,37300
1080,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,4.0,Luxury,Midsize,Sedan,27,34900
1081,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,24,48000
1082,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,24,43200
1083,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,25,41100
1084,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,25,45900
1085,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,24,39400
1086,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,4.0,Luxury,Midsize,Sedan,27,38700
1087,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,4.0,Luxury,Midsize,Sedan,27,37850
1088,Audi,A4,2017,premium unleaded (recommended),252.0,4.0,4.0,"Luxury,Performance",Midsize,Sedan,24,42350
1089,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Coupe,22,43800
1090,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Coupe,22,41500
1091,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Convertible,21,47900
1092,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Convertible,21,50200
1093,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Coupe,22,40500
1094,Audi,A5,2016,premium unleaded (required),220.0,4.0,2.0,Luxury,Midsize,Coupe,22,42800
1095,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,2.0,"Flex Fuel,Luxury",Midsize,Coupe,23,41200
1096,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,2.0,"Flex Fuel,Luxury",Midsize,Convertible,15,48600
1097,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,2.0,"Flex Fuel,Luxury",Midsize,Coupe,15,42200
1098,Audi,A6,2015,diesel,240.0,6.0,4.0,"Diesel,Luxury",Midsize,Sedan,24,58700
1099,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Midsize,Sedan,20,50450
1100,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Midsize,Sedan,25,44800
1101,Audi,A6,2015,premium unleaded (required),310.0,6.0,4.0,Luxury,Midsize,Sedan,18,60100
1102,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Midsize,Sedan,25,48350
1103,Audi,A6,2015,premium unleaded (required),310.0,6.0,4.0,Luxury,Midsize,Sedan,18,56300
1104,Audi,A6,2015,premium unleaded (recommended),220.0,4.0,4.0,Luxury,Midsize,Sedan,20,46900
1105,Audi,A6,2015,diesel,240.0,6.0,4.0,"Diesel,Luxury",Midsize,Sedan,24,62500
1106,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,22,52100
1107,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,24,49900
1108,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,24,46200
1109,Audi,A6,2016,diesel,240.0,6.0,4.0,"Diesel,Luxury",Midsize,Sedan,25,59500
1110,Audi,A6,2016,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,61600
1111,Audi,A6,2016,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,20,57400
1112,Audi,A6,2016,diesel,240.0,6.0,4.0,"Diesel,Luxury",Midsize,Sedan,25,63700
1113,Audi,A6,2016,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,22,48400
1114,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,22,53800
1115,Audi,A6,2017,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,22,61600
1116,Audi,A6,2017,premium unleaded (required),340.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,22,67600
1117,Audi,A6,2017,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Midsize,Sedan,21,58600
1118,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,22,49800
1119,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,24,51600
1120,Audi,A6,2017,premium unleaded (recommended),252.0,4.0,4.0,Luxury,Midsize,Sedan,24,47600
1121,Audi,A7,2015,premium unleaded (required),310.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,65900
1122,Audi,A7,2015,premium unleaded (required),310.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,69750
1123,Audi,A7,2015,diesel,240.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,24,68300
1124,Audi,A7,2015,diesel,240.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,24,72150
1125,Audi,A7,2016,diesel,240.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,25,70400
1126,Audi,A7,2016,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,68300
1127,Audi,A7,2016,diesel,240.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,24,73050
1128,Audi,A7,2016,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,20,70950
1129,Audi,A7,2017,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,21,68800
1130,Audi,A7,2017,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,21,71350
1131,Audi,A8,2016,diesel,240.0,6.0,4.0,"Diesel,Luxury",Large,Sedan,24,85200
1132,Audi,A8,2016,premium unleaded (required),500.0,12.0,4.0,"Luxury,High-Performance",Large,Sedan,14,137900
1133,Audi,A8,2016,premium unleaded (required),450.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,18,90500
1134,Audi,A8,2016,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,18,81500
1135,Audi,A8,2017,premium unleaded (required),450.0,8.0,4.0,"Luxury,High-Performance",Large,Sedan,18,91500
1136,Audi,A8,2017,premium unleaded (required),333.0,6.0,4.0,"Luxury,Performance",Large,Sedan,19,82500
1137,GMC,Acadia Limited,2017,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,43850
1138,GMC,Acadia Limited,2017,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,45850
1139,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,33975
1140,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,40820
1141,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,16,42820
1142,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,42095
1143,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,16,44095
1144,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,16,38555
1145,GMC,Acadia,2015,regular unleaded,288.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,47690
1146,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,16,35975
1147,GMC,Acadia,2015,regular unleaded,288.0,6.0,4.0,Crossover,Midsize,4dr SUV,16,49690
1148,GMC,Acadia,2015,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,17,36555
1149,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,36755
1150,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,44295
1151,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,42295
1152,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,30975
1153,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,36175
1154,GMC,Acadia,2016,regular unleaded,288.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,49890
1155,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,41020
1156,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,34175
1157,GMC,Acadia,2016,regular unleaded,288.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,47890
1158,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,38755
1159,GMC,Acadia,2016,regular unleaded,281.0,6.0,4.0,Crossover,Midsize,4dr SUV,15,43020
